,X,Y
45,"['The', 'applies', 'especially', 'if', 'MAN', 'takes', 'high', 'doses', 'during', 'long', 'time.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
46,"['If', 'one', 'treatment', 'with', 'cortisone', 'not', 'helps', 'have', 'MAN', 'most often', 'trouble', 'as', 'not', 'depend', 'on', 'allergy', '.']","['O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'O']"
47,"['Therefore', 'will', 'MAN', 'not', 'drink', 'alcohol', 'and', 'at the same time', 'take', 'drug', 'as', 'contains', 'acetylsalicylic acid', 'or', 'someone', 'Other', 'cox inhibitor', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'B-drug', 'O']"
48,"['Simple', 'blood samples', 'taken', 'for', 'to', 'verify', 'metabolism,', 'and', 'for', 'to', 'examine', 'if', 'you', 'can', 'have', 'lack', 'on', 'vitamin', 'B12', 'or', 'disturbed', 'lime values', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'I-disorder', 'I-disorder', 'I-disorder', 'O', 'B-disorder', 'I-disorder', 'O']"
49,"['Many', 'goes', 'only', 'about', 'and', 'picks', 'among', 'theirs', 'things', 'or', 'speaking', 'incoherent.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
50,"['Which', 'type', 'of', 'group housing', 'you', 'comes', 'to', 'move', 'to', 'depend', 'on', 'if', 'the', 'is', 'the dementia disease', 'or', 'the', 'others', 'the diseases', 'as', 'considering.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'O', 'O', 'O', 'B-disorder', 'O', 'O']"
51,"['The', 'most common', 'the symptoms', 'is', 'to', 'eyes', '}', 'and', '{', 'nose', 'begins', 'run', 'and', 'scratch.']","['O', 'O', 'O', 'O', 'O', 'B-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'O', 'O', 'O', 'O']"
52,"['Later', 'in', 'the disease', 'get', 'MAN', 'more difficult', 'to', 'perform', 'practical', 'chores', 'as', 'to', 'pay', 'bills,', 'plan', 'grocery shopping,', 'act,', 'prepare', 'food', 'or', 'trip', 'on', 'own', 'hand.']","['O', 'O', 'B-disorder', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
53,"['HPV', 'is', 'one', 'virus', 'as', 'can', 'give', 'origin', 'to', 'warts', 'on', 'the genitals', ',', 'so', 'called', 'condyloma', ',', 'or', 'Other', 'less', 'visible', 'changes.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'I-disorder', 'I-disorder', 'O', 'O', 'O', 'B-disorder', 'O', 'O', 'O', 'O', 'O', 'O']"
54,"['Often', 'can', 'the person', 'not', 'longer', 'talk', 'or', 'interpret', 'its', 'environment', 'and', 'theirs', 'own', 'body signals', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-bodypart', 'O']"
55,"['Cox inhibitor', 'affect', 'the blood', '}', 'and', 'makes', 'the', 'more difficult', 'for', '{', 'the blood', 'to', 'liver', 'one.']","['B-drug', 'O', 'B-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'B-bodypart', 'O', 'O', 'O']"
56,"['One', 'way', 'is', 'to', 'take', 'longer', 'time', 'on', 'you', 'when', 'you', 'will', 'try', 'inculcate', 'something', 'in', 'the memory.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
57,"['For', 'to', 'you', 'will', 'be able to', 'be', 'Active', 'in', 'your', 'care', 'and', 'take', 'decision', 'is', 'the', 'important', 'to', 'you', 'understand', 'the information', 'you', 'get.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
58,"['In addition', 'is offered', 'the', 'older', 'girls', 'as', 'is', 'born', 'after', '1', 'January', '1993', 'free', 'vaccination.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
59,"['This one', 'storage', 'can', 'depend', 'on', 'hereditary', 'chromosomal changes,', 'with', 'the', 'is', 'very', 'unusual.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
60,"['Also', 'if', 'MAN', 'get', 'treatment', 'in', 'time', 'can', 'infections', 'caused', 'of', 'Hib', 'cause', 'both', 'consisting', 'disability', 'and', 'be', 'life threatening.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'I-disorder', 'O', 'O', 'O']"
61,"['Chromones', 'is used', 'prevention', 'against', 'allergy', 'and', 'Other', 'hypersensitivity reactions.']","['B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
62,"['The', 'as', 'is', 'ill', 'feel', 'one', 'light', 'outside', 'and', 'inferior,', 'which', 'Often', 'leads', 'to', 'to', 'her', 'preferably', 'avoids', 'to', 'meet', 'Other', 'people.']","['O', 'O', 'O', 'B-disorder', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
63,"['However', 'is', 'the', 'clarified', 'to', 'the', 'exists', 'various', 'circumstances', 'as', 'increases', 'the risk', 'for', 'to', 'get', 'the disease', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'O']"
64,"['stress,', 'sleeping problems', ',', 'Depression', 'and', 'high', 'workload', 'can', 'impair', 'the memory', 'temporarily.']","['O', 'B-disorder', 'O', 'B-disorder', 'O', 'O', 'O', 'O', 'B-disorder', 'I-disorder', 'O']"
65,"['Then', 'get', 'MAN', 'one', 'syringe', 'where', 'sixth', 'to', 'eighth', 'week', 'during', 'three', 'to', 'five', 'year.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
66,"['Various', 'leads', '}', 'can', 'suffer,', 'for example', '{', 'finger joints', '}', ',', '{', 'knee-', 'and', 'HIP', '.']","['O', 'B-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'O']"
67,"['The', 'active', 'the subjects', 'donepezil,', 'as', 'exists', 'in', 'the drug', 'Aricept', ',', 'rivastigmine', 'as', 'exists', 'in', 'Exelon', 'and', 'galantamine,', 'as', 'exists', 'in', 'Reminisce', ',', 'can', 'reduce', 'the symptoms', 'and', 'improve', 'the thinking', 'and', 'the memory.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'I-drug', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
68,"['MAN', 'can', 'get', 'anesthesia', 'at', 'the dentist', 'for', 'to', 'relieve', 'pain', 'and', 'discomfort', 'when', 'MAN', 'to', 'example', 'will', 'get', 'tartar', 'scraped away,', 'one', 'hole', 'cooked,', 'teeth', 'drawn out', 'or', 'if', 'MAN', 'will', 'get', 'one', 'root canal.']","['O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-bodypart', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
69,"['IN', 'the text', 'if', 'economically', 'support', 'when', 'MAN', 'is', 'ill', 'exists', 'more', 'information', 'if', 'What', 'one', 'good', 'MAN', 'can', 'help', 'to', 'with.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
70,"['IN', 'among', 'is affected', 'also', 'the language', 'and', 'the', 'as', 'is', 'ill', 'get', 'difficult', 'to', 'find', 'words', 'and', 'express', 'one.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
71,"['MAN', 'can', 'have', 'good', 'help', 'of', 'pollen reports', 'when', 'MAN', 'will', 'plan', 'the medication,', 'not', 'least', 'if', 'MAN', 'travels', 'between', 'various', 'parts', 'of', 'the country.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
72,"['Girls', 'in', '11–12 years old', 'is offered', 'free', 'vaccination', 'in', 'school.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
73,"['One', 'common', 'side effect', 'to', 'allergy vaccination', 'in', 'form', 'of', 'tablets', 'is', 'to', 'MAN', 'becomes', 'swollen', 'in', 'the mouth', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'B-bodypart', 'O']"
74,"['One', 'reaction', 'on', 'themselves', 'the vaccination', 'can', 'come', 'after', 'approximately', 'a few', 'weeks.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
75,"['When', 'cox', 'inhibited', 'reduces', 'of the body', 'formation', 'of', 'prostaglandins.']","['O', 'O', 'O', 'O', 'B-bodypart', 'O', 'O', 'O']"
76,"['Sometimes', 'can', 'MAN', 'Become', 'aggressive', 'and', 'suspicious.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
77,"['Other', 'symptoms', 'is', 'to', 'MAN', 'can', 'get', 'difficult', 'to', 'talk', 'and', 'can', 'feel', 'one', 'worried', ',', 'depressed', 'and', 'unenterprising', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'I-disorder', 'I-disorder', 'O', 'O', 'B-disorder', 'I-disorder', 'I-disorder', 'O', 'B-disorder', 'O', 'B-disorder', 'O']"
78,"['Has', 'MAN', 'taken', 'one', 'Single', 'pain reliever', 'with', 'cox inhibitor', 'when', 'MAN', 'is', 'pregnant', 'requires', 'MAN', 'not', 'be', 'worried.']","['O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
79,"['Stomach&#39;s', 'mucous membrane', '}', 'gives', 'one', 'inferior', 'protection', 'against', 'the', 'sour', 'the content', 'in', '{', 'the stomach', '.']","['B-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'O']"
80,"['When', 'the', 'applies', 'vaccination', 'of', 'children', 'in', 'school age', 'must', 'the parent', 'first', 'write', 'during', 'one', 'paper', 'for', 'to', 'show', 'his', 'consent', 'to', 'to', 'the child', 'be vaccinated.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
81,"['Swedish', 'children', 'began', 'be vaccinated', 'then,', 'and', 'the epidemics', 'ceased', 'in', 'beginning', 'of', 'The 1960s', 'when', 'four', 'of', 'five', 'had', 'protection', 'against', 'the disease.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
82,"['For', 'to', 'avoid', 'irritation', 'in', 'the nose', '}', 'will', 'the spray', 'be directed', 'against', 'the', '{', 'outer', 'nasal wall', '}', 'and', 'not', 'against', '{', 'the partition wall', ',', 'where', 'MAN', 'is', 'more', 'sensitive', 'and', 'bleeding', 'lighter.']","['O', 'O', 'O', 'O', 'O', 'B-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
83,"['The', 'applies', 'to', 'example', 'children', 'as', 'have', 'someone', 'near', 'relative', 'as', 'had', 'tuberculosis', ',', 'children', 'in', 'families', 'as', 'comes', 'from', 'countries', 'where', 'the', 'is', 'plain', 'with', 'tuberculosis', 'or', 'children', 'as', 'comes', 'to', 'stay', 'long', 'in', 'one', 'such', 'country.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
84,"['Certain', 'eye drops', 'can', 'given', 'to', 'really', 'small', 'children', 'if', 'the', 'is needed.']","['O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
85,"['The', 'various', 'the subjects', 'differs', 'one', 'not', 'at', 'when', 'the', 'applies', 'the effect.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
86,"['The child', 'should', 'also', 'have', 'clothes', 'as', 'is', 'lighten up', 'to', 'take', 'of', 'and', 'on.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
87,"['The', 'is', 'very', 'unusual', 'to', 'people', 'during', '50', 'year', 'get', 'Alzheimer&#39;s', 'disease', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'I-disorder', 'O']"
88,"['When', 'MAN', 'is', 'allergic', 'feel', 'the body', '}', 'again', 'pollen', 'as', 'gets stuck', 'on', '{', 'the eyes', '}', 'or', 'in', '{', 'the nose', '}', ',', 'and', 'lets go', 'out', 'histamine', 'from', 'so', 'called', '{', 'mast cells', '}', 'in', '{', 'the mucous membranes', '.']","['O', 'O', 'O', 'O', 'O', 'B-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'O']"
