,X,Y
51,"['Det', 'beror', 'dels', 'på', 'att', 'ämnesomsättningen', 'sjunker,', 'dels', 'på', 'att', 'man', 'kanske', 'inte', 'rör', 'sig', 'lika', 'mycket', 'som', 'när', 'man', 'är', 'yngre.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
52,"['Själva', 'bedövningen', 'brukar', 'sitta', 'i', 'några', 'timmar.']","['O', 'B-drug', 'O', 'O', 'O', 'O', 'O']"
53,"['Psykologer', 'kan', 'göra', 'en', 'djupare', 'undersökning', 'av', 'dina', 'intellektuella', 'funktioner.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
54,"['Leder', '}', 'och', '{', 'muskler', '}', 'blir', 'stelare', 'och', '{', 'muskelmassan', 'minskar.']","['B-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'O']"
55,"['Man', 'ska', 'alltid', 'undvika', 'medel', 'med', 'acetylsalicylsyra', 'vid', 'feber', 'om', 'man', 'är', 'under', '18', 'år.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'B-disorder', 'O', 'O', 'O', 'O', 'O', 'O']"
56,"['Från', 'sex', 'månaders', 'ålder', 'kan', 'man', 'också', 'ge', 'smärtlindrande', 'medicin', 'som', 'innehåller', 'ibuprofen.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'I-drug', 'O', 'O', 'O']"
57,"['Det', 'kan', 'pågå', 'i', 'några', 'timmar', 'och', 'beror', 'troligen', 'på', 'en', 'allmän', 'sjukdomskänsla', 'och', 'lite', 'värk', 'i', 'kroppen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-bodypart', 'O']"
58,"['Ibland', 'kan', 'man', 'få', 'mycket', 'allvarliga', 'infektioner', 'av', 'pneumokocker', 'som', 'hjärnhinneinflammation', 'och', 'blodförgiftning', ',', 'vilket', 'kan', 'leda', 'till', 'hörselskador', 'och', 'hjärnskador', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'O', 'O', 'O', 'B-disorder', 'O', 'B-disorder', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'O', 'B-disorder', 'O']"
59,"['Stelkramp', 'orsakas', 'av', 'en', 'bakterie.']","['B-disorder', 'O', 'O', 'O', 'O']"
60,"['Hostar', 'man', 'och', 'har', 'andningsbesvär', 'med', 'pipande', 'andning', 'är', 'det', 'kanske', 'astmabehandling', 'som', 'behövs.']","['O', 'O', 'O', 'O', 'B-disorder', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
61,"['När', 'det', 'gäller', 'barn', 'finns', 'ofta', 'anvisningar', 'om', 'åldersgränser', 'på', 'läkemedelsförpackningen.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
62,"['Svårigheter', 'att', 'hitta', 'i', 'omgivningen', 'blir', 'också', 'mer', 'framträdande.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
63,"['Från', '12', 'års', 'ålder', 'kan', 'man', 'även', 'ge', 'naproxen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O']"
64,"['När', 'man', 'använder', 'gel', 'som', 'innehåller', 'cox-hämmare', 'ska', 'man', 'låta', 'bli', 'att', 'sola.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O']"
65,"['I', 'de', 'flesta', 'fall', 'läker', 'infektionen', 'med', 'HPV-virus', 'ut', 'av', 'sig', 'själv,', 'men', 'i', 'sällsynta', 'fall', 'kan', 'den', 'ge', 'upphov', 'till', 'livmoderhalscancer', ',', 'vilket', 'är', 'den', 'främsta', 'orsaken', 'till', 'att', 'vaccinationen', 'införts', 'i', 'det', 'allmänna', 'vaccinationsprogrammet', 'och', 'att', 'den', 'endast', 'ges', 'till', 'flickor.']","['O', 'O', 'O', 'O', 'O', 'B-disorder', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
66,"['Vissa', 'antihistaminer', 'kan', 'också', 'användas', 'om', 'man', 'har', 'klåda', 'av', 'till', 'exempel', 'nässelutslag', ',', 'eksem', 'eller', 'vattkoppor', '.']","['O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'O', 'O', 'O', 'B-disorder', 'O', 'B-disorder', 'O', 'B-disorder', 'O']"
67,"['Kortisontabletter', 'eller', 'kortison', 'i', 'spruta', 'verkar', 'i', 'hela', 'kroppen', '.']","['B-drug', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'B-bodypart', 'O']"
68,"['Man', 'kan', 'ha', 'god', 'hjälp', 'av', 'pollenrapporter', 'när', 'man', 'ska', 'planera', 'medicineringen,', 'inte', 'minst', 'om', 'man', 'reser', 'mellan', 'olika', 'delar', 'av', 'landet.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
69,"['Barn', 'kan', 'även', 'få', 'lugnande', 'medel', 'via', 'ändtarmen', '.']","['O', 'O', 'O', 'O', 'B-drug', 'I-drug', 'O', 'B-bodypart', 'O']"
70,"['Mot', 'mensvärk', 'har', 'värkmedicin', 'som', 'innehåller', 'ibuprofen', 'eller', 'naproxen', 'en', 'bra', 'effekt.']","['O', 'B-disorder', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
71,"['Att', 'plocka', 'fram', 'uppgifter', 'ur', 'minnet', 'kan', 'också', 'bli', 'svårare.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
72,"['Kontaktpersonen', 'följer', 'sjukdomsutvecklingen', 'och', 'lär', 'känna', 'de', 'behov', 'du', 'har', 'som', 'demenssjuk', '.']","['O', 'O', 'B-disorder', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'O']"
73,"['Alvedon', 'finns', 'som', 'tabletter', 'som', 'smälter', 'i', 'munnen', ',', 'så', 'kallade', 'munsönderfallande', 'tabletter', ',', 'eller', 'kan', 'lösas', 'i', 'en', 'sked', 'med', 'vatten.']","['B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'B-bodypart', 'O', 'O', 'O', 'B-drug', 'I-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
74,"['Man', 'kan', 'alltid', 'ringa', 'sjukvårdsrådgivningen', 'för', 'att', 'få', 'råd', 'och', 'hänvisning', 'om', 'vart', 'man', 'kan', 'vända', 'sig.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
75,"['Därför', 'bör', 'man', 'inte', 'ta', 'cox-hämmare', 'utan', 'att', 'prata', 'med', 'läkare', 'om', 'man', 'har', 'någon', 'hjärt-kärlsjukdom', 'eller', 'njursjukdom', '.']","['O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'O', 'B-disorder', 'O']"
76,"['Barn', 'får', 'bara', 'kortisontabletter', 'om', 'det', 'finns', 'speciella', 'skäl.']","['O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O']"
77,"['Det', 'verksamma', 'ämnet', 'i', 'gelen', 'kan', 'göra', 'så', 'att', 'huden', 'blir', 'extra', 'känslig', 'för', 'solen.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-bodypart', 'O', 'O', 'O', 'O', 'O']"
78,"['Man', 'kan', 'då', 'behöva', 'genomgå', 'en', 'demensutredning', 'och', 'om', 'man', 'är', 'sjuk', 'finns', 'det', 'mycket', 'stöd', 'att', 'få.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'O', 'O', 'O', 'O', 'O', 'O']"
79,"['En', 'undersökning', 'som', 'kallas', 'CT', 'brukar', 'också', 'göras', 'för', 'att', 'utesluta', 'andra', 'sjukdomar', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'I-disorder', 'O']"
80,"['När', 'man', 'ska', 'välja', 'smärtlindrande', 'medicin', 'till', 'barn,', 'är', 'valet', 'beroende', 'av', 'hur', 'gammalt', 'barnet', 'är.']","['O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
81,"['De', 'flesta', 'som', 'har', 'Alzheimers', 'sjukdom', 'kan', 'vårdas', 'i', 'hemmet.']","['O', 'O', 'O', 'O', 'B-disorder', 'I-disorder', 'O', 'O', 'O', 'O']"
82,"['Ibland', 'kan', 'det', 'hjälpa', 'att', 'bara', 'skölja', 'och', 'rensa', 'näsan', 'från', 'pollen', 'och', 'andra', 'irriterande', 'ämnen.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-bodypart', 'O', 'O', 'O', 'O', 'O', 'O']"
83,"['Det', 'finns', 'många', 'sätt', 'att', 'kompensera', 'ett', 'dåligt', 'minne.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
84,"['Med', 'ökad', 'ålder', 'blir', 'blodkärlen', 'stelare', 'och', 'blodtrycket', 'blir', 'ofta', 'högre.']","['O', 'O', 'O', 'O', 'B-bodypart', 'O', 'O', 'O', 'O', 'O', 'O']"
85,"['Kommunens', 'biståndsbedömare', 'gör', 'en', 'utredning', 'om', 'vilka', 'behov', 'som', 'finns', 'och', 'fattar', 'beslut', 'utifrån', 'dem.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
86,"['I', 'vissa', 'länder', 'där', 'allmän', 'vaccination', 'saknas', 'är', 'röda', 'hund', 'fortfarande', 'vanlig.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'I-disorder', 'O', 'O']"
