,X,Y
33,"['If', 'MAN', 'temporarily', 'have', 'rigid', 'and', 'tender', 'leads', 'may', 'MAN', 'try', 'nabumetone', ',', 'as', 'is', 'long', 'acting', 'and', 'only', 'requires', 'taken', 'one', 'walk', 'per', 'day.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-bodypart', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
34,"['If', 'the', 'child', 'is', 'during', 'six', 'months', 'will', 'MAN', 'talk', 'with', 'Doctor', 'or', 'nurse', 'before', 'MAN', 'gives', 'someone', 'pain', 'relief', 'medicine', 'over', 'head', 'taken.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'I-drug', 'I-drug', 'O', 'O', 'O']"
35,"['If', 'MAN', 'uses', 'paracetamol', 'on', 'Right', 'way,', 'in', 'Right', 'doses,', 'is', 'the', 'unusual', 'to', 'MAN', 'may', 'side', 'effects', '.']","['O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'I-disorder', 'O']"
36,"['Many', 'older', 'experiences', 'to', 'the', 'memory', 'deteriorate', 'with', 'the', 'years.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
37,"['Staff', 'from', 'the', 'home', 'service', 'may', 'come', 'Home', 'and', 'relieve', 'one', 'relative', 'as', 'requires', 'relaxation,', 'have', 'become', 'invited,', 'will', 'out', 'and', 'act', 'or', 'do', 'Other', 'errands.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
38,"['Other', 'usual', 'dementia', 'diseases', 'except', 'Alzheimer&#39;s', 'disease', 'is', 'vascular', 'dementia', ',', 'Lewy', 'Bodysuit', 'dementia', 'and', 'frontal', 'lobe', 'dementia', '.']","['O', 'O', 'B-disorder', 'I-disorder', 'O', 'B-disorder', 'I-disorder', 'O', 'B-disorder', 'I-disorder', 'O', 'B-disorder', 'I-disorder', 'I-disorder', 'O', 'B-disorder', 'I-disorder', 'I-disorder', 'O']"
39,"['The', 'researchers', 'have', 'yet', 'not', 'arrived', 'forward', 'to', 'something', 'way', 'to', 'prevent', 'Alzheimer&#39;s', 'disease', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'I-disorder', 'O']"
40,"['Histamine', 'may', 'then', 'not', 'cause', 'allergic', 'trouble', 'in', 'various', 'organ', 'with', 'mucous', 'membranes', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-bodypart', 'O', 'B-bodypart', 'I-bodypart', 'O']"
41,"['All', 'pain', 'reliever', 'average', 'goes', 'over', 'in', 'mother&#39;s', 'milk,', 'but', 'the', 'exists', 'nothing', 'as', 'indicates', 'on', 'to', 'the', 'damages', 'the', 'child', 'when', 'MAN', 'breastfeeding.']","['O', 'B-drug', 'I-drug', 'I-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
42,"['One', 'part', 'people', 'with', 'Alzheimer&#39;s', 'disease', 'develops', 'together', 'with', 'theirs', 'close', 'relatives', 'one', 'especially', 'way', 'to', 'live', 'for', 'to', 'facilitate', 'everyday', 'life', 'together.']","['O', 'O', 'O', 'O', 'B-disorder', 'I-disorder', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
43,"['The', 'have', 'thinner', 'needle', 'and', 'lower', 'print,', 'which', 'makes', 'to', 'the', 'anesthesia', 'may', 'feel', 'less.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'I-drug', 'O', 'O', 'O']"
44,"['Because', 'will', 'MAN', 'not', 'use', 'drug', 'from', 'the', 'group', 'cox', 'inhibitor', 'before', 'MAN', 'operated', 'on.']","['O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'B-drug', 'I-drug', 'O', 'O', 'O', 'O']"
45,"['The', 'active', 'the', 'subject', 'memantine,', 'as', 'exists', 'in', 'the', 'medicine', 'Ebixa', ',', 'affect', 'one', 'Other', 'system', 'as', 'have', 'damaged', 'of', 'the', 'dementia', 'disease', 'and', 'may', 'on', 'so', 'way', 'reduce', 'the', 'intellectuals', 'the', 'symptoms.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'O', 'B-disorder', 'I-disorder', 'I-disorder', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
46,"['Will', 'MAN', 'vaccinate', 'one', 'against', 'allergy', 'may', 'MAN', 'because', 'always', 'go', 'to', 'one', 'reception', 'where', 'the', 'exists', 'special', 'knowledge', 'if', 'the', 'treatment.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
47,"['Sodium', 'cromoglycate', 'and', 'nedocromil', ',', 'is', 'drug', 'as', 'probably', 'hinders', 'mast', 'cells', 'in', 'the', 'mucous', 'membrane', 'from', 'to', 'release', 'histamine.']","['B-drug', 'I-drug', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'B-bodypart', 'I-bodypart', 'O', 'B-bodypart', 'I-bodypart', 'I-bodypart', 'O', 'O', 'O', 'O']"
48,"['The', 'drug', 'exists', 'as', 'eye', 'drops', 'and', 'nose', 'spray', 'if', 'MAN', 'have', 'pollen', 'allergy', '.']","['O', 'O', 'O', 'O', 'B-drug', 'I-drug', 'O', 'B-drug', 'I-drug', 'O', 'O', 'O', 'B-disorder', 'I-disorder', 'O']"
49,"['Also', 'for', 'adults', 'as', 'have', 'migraine', 'and', 'at', 'the', 'same', 'time', 'feel', 'badly', 'and', 'perhaps', 'vomit', 'is', 'suppositories', 'one', 'Good', 'alternative.']","['O', 'O', 'O', 'O', 'O', 'B-disorder', 'I-disorder', 'I-disorder', 'I-disorder', 'I-disorder', 'I-disorder', 'I-disorder', 'I-disorder', 'I-disorder', 'O', 'B-disorder', 'O', 'O', 'O', 'O', 'O']"
50,"['IN', 'one', 'part', 'municipalities', 'exists', 'special', 'support', 'team', 'for', 'close', 'relatives', 'to', 'people', 'as', 'have', 'one', 'dementia', 'disease', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'I-disorder', 'O']"
51,"['The', 'depend', 'partly', 'on', 'to', 'metabolism', 'sinking,', 'partly', 'on', 'to', 'MAN', 'perhaps', 'not', 'pipe', 'one', 'equal', 'very', 'as', 'when', 'MAN', 'is', 'younger.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
52,"['Themselves', 'the', 'anesthesia', 'usually', 'sit', 'in', 'a', 'few', 'hours.']","['O', 'B-drug', 'I-drug', 'O', 'O', 'O', 'O', 'O', 'O']"
53,"['Psychologists', 'may', 'do', 'one', 'deeper', 'investigation', 'of', 'yours', 'intellectuals', 'functions.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
54,"['Leading', 'and', 'muscles', 'becomes', 'stiffer', 'and', 'the', 'muscle', 'mass', 'reduces.']","['B-bodypart', 'O', 'B-bodypart', 'O', 'O', 'O', 'B-bodypart', 'I-bodypart', 'I-bodypart', 'O']"
55,"['MAN', 'will', 'always', 'avoid', 'average', 'with', 'acetylsalicylic', 'acid', 'at', 'fever', 'if', 'MAN', 'is', 'during', '18', 'year.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'I-drug', 'O', 'B-disorder', 'O', 'O', 'O', 'O', 'O', 'O']"
56,"['From', 'six', 'months', 'age', 'may', 'MAN', 'also', 'give', 'pain', 'relief', 'medicine', 'as', 'contains', 'ibuprofen.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'I-drug', 'I-drug', 'O', 'O', 'O']"
57,"['The', 'may', 'going', 'on', 'in', 'a', 'few', 'hours', 'and', 'depend', 'probably', 'on', 'one', 'general', 'malaise', 'and', 'a', 'little', 'pain', 'in', 'the', 'body', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-bodypart', 'I-bodypart', 'O']"
58,"['Sometimes', 'may', 'MAN', 'get', 'very', 'serious', 'infections', 'of', 'pneumococcus', 'as', 'meningitis', 'and', 'blood', 'poisoning', ',', 'which', 'may', 'lead', 'to', 'hearing', 'damage', 'and', 'brain', 'damage', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'O', 'O', 'O', 'B-disorder', 'O', 'B-disorder', 'I-disorder', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'I-disorder', 'O', 'B-disorder', 'I-disorder', 'O']"
59,"['Tetanus', 'is', 'caused', 'of', 'one', 'bacterium.']","['B-disorder', 'O', 'O', 'O', 'O', 'O']"
60,"['Coughs', 'MAN', 'and', 'have', 'breathing', 'problems', 'with', 'beeping', 'breath', 'is', 'the', 'perhaps', 'asthma', 'treatment', 'as', 'is', 'needed.']","['O', 'O', 'O', 'O', 'B-disorder', 'I-disorder', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
61,"['When', 'the', 'applies', 'children', 'exists', 'Often', 'instructions', 'if', 'age', 'limits', 'on', 'the', 'medicine', 'package.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
62,"['Difficulties', 'to', 'find', 'in', 'the', 'surroundings', 'becomes', 'also', 'more', 'prominent.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
63,"['From', '12', 'year', 'age', 'may', 'MAN', 'also', 'give', 'naproxen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O']"
64,"['When', 'MAN', 'uses', 'gel', 'as', 'contains', 'cox', 'inhibitor', 'will', 'MAN', 'sound', 'Become', 'to', 'sunbathe.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'I-drug', 'O', 'O', 'O', 'O', 'O', 'O']"
65,"['IN', 'the', 'most', 'case', 'healing', 'the', 'infection', 'with', 'HPV', 'virus', 'out', 'of', 'one', 'self,', 'but', 'in', 'rare', 'case', 'may', 'the', 'give', 'origin', 'to', 'cervical', 'cancer', ',', 'which', 'is', 'the', 'foremost', 'the', 'reason', 'to', 'to', 'the', 'vaccination', 'introduced', 'in', 'the', 'general', 'the', 'vaccination', 'program', 'and', 'to', 'the', 'only', 'given', 'to', 'girls.']","['O', 'O', 'O', 'O', 'O', 'B-disorder', 'I-disorder', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'I-disorder', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
66,"['Some', 'antihistamines', 'may', 'also', 'be', 'used', 'if', 'MAN', 'have', 'itching', 'of', 'to', 'example', 'hives', ',', 'eczema', 'or', 'chicken-pox', '.']","['O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'O', 'O', 'O', 'B-disorder', 'O', 'B-disorder', 'O', 'B-disorder', 'O']"
67,"['Cortisone', 'tablets', 'or', 'cortisone', 'in', 'syringe', 'seems', 'in', 'whole', 'the', 'body', '.']","['B-drug', 'I-drug', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'B-bodypart', 'I-bodypart', 'O']"
68,"['MAN', 'may', 'have', 'good', 'help', 'of', 'pollen', 'reports', 'when', 'MAN', 'will', 'plan', 'the', 'medication,', 'not', 'least', 'if', 'MAN', 'travels', 'between', 'various', 'parts', 'of', 'the', 'country.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
69,"['Children', 'may', 'also', 'get', 'calming', 'average', 'via', 'the', 'rectum', '.']","['O', 'O', 'O', 'O', 'B-drug', 'I-drug', 'O', 'B-bodypart', 'I-bodypart', 'O']"
70,"['Against', 'period', 'pain', 'have', 'pain', 'medication', 'as', 'contains', 'ibuprofen', 'or', 'naproxen', 'one', 'Good', 'effect.']","['O', 'B-disorder', 'I-disorder', 'O', 'B-drug', 'I-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
71,"['To', 'pick', 'forward', 'tasks', 'from', 'the', 'memory', 'may', 'also', 'Become', 'more', 'difficult.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
72,"['The', 'contact', 'person', 'follows', 'the', 'development', 'of', 'the', 'disease', 'and', 'learn', 'feel', 'the', 'needs', 'you', 'have', 'as', 'dementia', 'patient', '.']","['O', 'O', 'O', 'O', 'B-disorder', 'I-disorder', 'I-disorder', 'I-disorder', 'I-disorder', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'I-disorder', 'O']"
73,"['Alvedo', 'exists', 'as', 'tablets', 'as', 'melts', 'in', 'the', 'mouth', ',', 'so', 'called', 'mouth-watering', 'tablets', ',', 'or', 'may', 'be', 'solved', 'in', 'one', 'spoon', 'with', 'water.']","['B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'B-bodypart', 'I-bodypart', 'O', 'O', 'O', 'B-drug', 'I-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
74,"['MAN', 'may', 'always', 'call', 'healthcare', 'advice', 'for', 'to', 'get', 'advice', 'and', 'reference', 'if', 'where', 'MAN', 'may', 'turn', 'one.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
75,"['Because', 'should', 'MAN', 'not', 'take', 'cox', 'inhibitor', 'without', 'to', 'talk', 'with', 'Doctor', 'if', 'MAN', 'have', 'someone', 'cardiovascular', 'disease', 'or', 'kidney', 'disease', '.']","['O', 'O', 'O', 'O', 'O', 'B-drug', 'I-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'I-disorder', 'O', 'B-disorder', 'I-disorder', 'O']"
76,"['Children', 'may', 'only', 'cortisone', 'tablets', 'if', 'the', 'exists', 'special', 'reason.']","['O', 'O', 'O', 'B-drug', 'I-drug', 'O', 'O', 'O', 'O', 'O']"
77,"['The', 'active', 'the', 'subject', 'in', 'the', 'gel', 'may', 'do', 'so', 'to', 'the', 'skin', 'becomes', 'extra', 'sensitive', 'for', 'the', 'sun.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-bodypart', 'I-bodypart', 'O', 'O', 'O', 'O', 'O', 'O']"
78,"['MAN', 'may', 'then', 'need', 'undergo', 'one', 'dementia', 'investigation', 'and', 'if', 'MAN', 'is', 'ill', 'exists', 'the', 'very', 'support', 'to', 'get.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'O', 'O', 'O', 'O', 'O', 'O']"
79,"['One', 'investigation', 'as', 'is', 'called', 'CT', 'usually', 'also', 'be', 'done', 'for', 'to', 'exclude', 'Other', 'diseases', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'I-disorder', 'O']"
80,"['When', 'MAN', 'will', 'select', 'pain', 'relief', 'medicine', 'to', 'children,', 'is', 'the', 'choice', 'dependent', 'of', 'how', 'old', 'the', 'child', 'is.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
