,X,Y
24,"['You', 'should', 'also', 'not', 'use', 'cox inhibitor', 'when', 'you', 'are', 'pregnant,', 'especially', 'not', 'during', 'the', 'last', 'three', 'months', 'of', 'pregnancy,', 'as', 'the', 'fetus', 'may', 'be', 'affected.']","['O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
25,"['It', 'forms', 'a', 'poison', 'that', 'blocks', 'nerves', 'in', 'the spinal cord', '}', 'and', 'makes', 'to', 'MAN', 'may', 'cramps', 'in', '{', 'the muscles', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'O']"
26,"['To', 'get', 'protection', 'against', 'hepatitis', 'X26-7,', 'three', 'doses', 'of', 'vaccine', 'are', 'needed.']","['O', 'O', 'O', 'O', 'B-disorder', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
27,"['There', 'are', 'several', 'different', 'painkillers', 'drug', 'that', 'you', 'can', 'buy', 'without', 'a', 'prescription.']","['O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
28,"['In', 'addition', 'to', 'the anesthesia', 'itself,', 'other', 'measures', 'may', 'be', 'needed', 'to', 'relieve', 'pain', 'in', 'mouth', '}', 'and', '{', 'teeth', '.']","['O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'O']"
29,"['Tablets', 'with', 'both', 'acetylsalicylic', 'acid', 'and', 'caffeine', 'usually', 'have', 'a', 'good', 'effect', 'in', 'tension headache', 'and', 'X29-13.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'O', 'O']"
30,"['From', 'the', 'age', 'of', 'three,', 'paracetamol', 'can', 'be', 'given', 'as', 'tablets,', 'half', 'an', 'adult', 'tablet.']","['O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
31,"['Many', 'of', 'the', 'different', 'X31-4s', 'available', 'over', 'the', 'counter', 'contain', 'the', 'same', 'active', 'ingredient.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
32,"['The', 'medications', 'used', 'can', 'be', 'divided', 'into', 'the', 'following', 'drug', 'groups:']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
33,"['If', 'you', 'temporarily', 'have', 'stiff', 'and', 'sore', 'X33-7,', 'you', 'can', 'try', 'X33-11,', 'which', 'is', 'long-acting', 'and', 'only', 'needs', 'to', 'be', 'taken', 'once', 'a', 'day.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
34,"['If', 'the', 'child', 'is', 'under', 'six', 'months,', 'you', 'should', 'talk', 'to', 'a', 'doctor', 'or', 'nurse', 'before', 'giving', 'anyone', 'pain relief', 'medicine', 'at', 'all.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'I-drug', 'O', 'O']"
35,"['If', 'you', 'use', 'paracetamol', 'the', 'right', 'way,', 'in', 'the', 'right', 'doses,', 'it', 'is', 'unusual', 'to', 'get', 'X35-16.']","['O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
36,"['Many', 'elderly', 'people', 'experience', 'that', 'their', 'memory', 'deteriorates', 'with', 'age.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
37,"['Staff', 'from', 'the', 'home', 'service', 'can', 'come', 'home', 'and', 'relieve', 'a', 'relative', 'who', 'needs', 'relaxation,', 'has', 'been', 'invited', 'out,', 'needs', 'to', 'go', 'shopping', 'or', 'do', 'other', 'errands.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
38,"['Other', 'common', 'dementia diseases', 'besides', 'Alzheimer&#39;s', 'disease', 'are', 'X38-7,', 'Lewy', 'Bodysuit', 'dementia', 'and', 'X38-13.']","['O', 'O', 'B-disorder', 'O', 'B-disorder', 'I-disorder', 'O', 'O', 'B-disorder', 'I-disorder', 'I-disorder', 'O', 'O']"
39,"['Scientists', 'have', 'not', 'yet', 'come', 'up', 'with', 'a', 'way', 'to', 'prevent', 'Alzheimer&#39;s', 'disease', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'I-disorder', 'O']"
40,"['Histamine', 'cannot', 'then', 'cause', 'allergic', 'symptoms', 'in', 'various', 'organ', '}', 'with', '{', 'mucous membranes', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'O']"
41,"['All', 'pain reliever', 'average', 'pass', 'into', 'breast', 'milk,', 'but', 'there', 'is', 'no', 'indication', 'that', 'they', 'harm', 'the', 'baby', 'when', 'breastfeeding.']","['O', 'B-drug', 'I-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
42,"['Some', 'people', 'with', 'Alzheimer&#39;s', 'disease', 'develop', 'together', 'with', 'their', 'relatives', 'a', 'special', 'way', 'of', 'life', 'to', 'facilitate', 'everyday', 'life', 'together.']","['O', 'O', 'O', 'B-disorder', 'I-disorder', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
43,"['It', 'has', 'a', 'thinner', 'needle', 'and', 'lower', 'pressure,', 'which', 'allows', 'the', 'the anesthesia', 'to', 'feel', 'smaller.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O']"
44,"['Therefore,', 'you', 'should', 'not', 'use', 'drug', 'from', 'the', 'cox inhibitor', 'group', 'before', 'surgery.']","['O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'B-drug', 'O', 'O', 'O']"
45,"['The', 'active', 'substance', 'memantine,', 'found', 'in', 'the', 'drug', 'X45-8,', 'affects', 'another', 'system', 'that', 'has', 'damaged', 'of', 'the dementia disease', 'and', 'can', 'thus', 'reduce', 'the', 'intellectual', 'symptoms.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'O', 'B-disorder', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
46,"['If', 'you', 'want', 'to', 'vaccinate', 'yourself', 'against', 'allergies,', 'you', 'must', 'therefore', 'always', 'go', 'to', 'a', 'clinic', 'where', 'there', 'is', 'special', 'knowledge', 'about', 'the', 'treatment.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
47,"['Sodium cromoglycate', 'and', 'nedocromil', ',', 'are', 'drugs', 'that', 'supposedly', 'prevent', 'mast cells', '}', 'in', '{', 'the mucous membrane', 'from', 'releasing', 'histamine.']","['B-drug', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'B-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'O', 'O', 'O']"
48,"['The', 'medicine', 'is', 'available', 'as', 'eye drops', 'and', 'nose spray', 'if', 'you', 'have', 'X48-9.']","['O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'B-drug', 'O', 'O', 'O', 'O']"
49,"['Also', 'for', 'adults', 'who', 'have', 'migraine', 'and', 'at the same time', 'feel', 'badly', 'and', 'maybe', 'vomit', 'suppositories', 'are', 'a', 'good', 'option.']","['O', 'O', 'O', 'O', 'O', 'B-disorder', 'I-disorder', 'I-disorder', 'I-disorder', 'I-disorder', 'I-disorder', 'O', 'B-disorder', 'O', 'O', 'O', 'O', 'O']"
50,"['In', 'some', 'municipalities', 'there', 'are', 'special', 'support', 'teams', 'for', 'relatives', 'of', 'people', 'who', 'have', 'an', 'X50-14.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
51,"['This', 'is', 'partly', 'because', 'the', 'metabolism', 'drops,', 'partly', 'because', 'you', 'may', 'not', 'move', 'as', 'much', 'as', 'when', 'you', 'were', 'younger.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
52,"['The', 'the anesthesia', 'itself', 'usually', 'sits', 'for', 'a', 'few', 'hours.']","['O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
53,"['Psychologists', 'can', 'do', 'a', 'deeper', 'examination', 'of', 'your', 'intellectual', 'functions.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
54,"['Leading', '}', 'and', '{', 'muscles', '}', 'becomes', 'stiffer', 'and', '{', 'the muscle mass', 'decreases.']","['B-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'I-bodypart', 'O']"
55,"['You', 'should', 'always', 'avoid', 'agents', 'with', 'acetylsalicylic acid', 'at', 'fever', 'if', 'you', 'are', 'under', '18', 'years', 'of', 'age.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'B-disorder', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
56,"['From', 'the', 'age', 'of', 'six', 'months,', 'you', 'can', 'also', 'give', 'pain relief', 'X56-9,', 'which', 'contains', 'ibuprofen.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O']"
57,"['It', 'can', 'last', 'for', 'a', 'few', 'hours', 'and', 'is', 'probably', 'due', 'to', 'a', 'general', 'feeling', 'of', 'malaise', 'and', 'some', 'pain', 'in', 'X57-17.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
58,"['Sometimes', 'you', 'can', 'get', 'very', 'serious', 'infections', 'from', 'pneumococci', 'like', 'meningitis', 'and', 'X58-12,', 'which', 'can', 'lead', 'to', 'hearing damage', 'and', 'X58-20.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'O', 'O', 'O', 'B-disorder', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'O', 'O']"
59,"['Tetanus', 'is', 'caused', 'by', 'a', 'bacterium.']","['B-disorder', 'O', 'O', 'O', 'O', 'O']"
60,"['If', 'you', 'cough', 'and', 'have', 'breathing problems', 'with', 'wheezing,', 'perhaps', 'asthma', 'treatment', 'is', 'needed.']","['O', 'O', 'O', 'O', 'O', 'B-disorder', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
61,"['When', 'it', 'comes', 'to', 'children,', 'there', 'are', 'often', 'instructions', 'about', 'age', 'limits', 'on', 'the', 'medicine', 'packaging.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
62,"['Difficulty', 'finding', 'the', 'environment', 'also', 'becomes', 'more', 'prominent.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
63,"['From', 'the', 'age', 'of', '12,', 'you', 'can', 'also', 'give', 'X63-8.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
64,"['When', 'using', 'gel', 'containing', 'X64-6,', 'you', 'should', 'refrain', 'from', 'sunbathing.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
65,"['In', 'most', 'cases,', 'the infection', 'with', 'the', 'HPV', 'virus', 'clears', 'up', 'on', 'its', 'own,', 'but', 'in', 'rare', 'cases', 'it', 'can', 'give', 'rise', 'to', 'X65-21,', 'which', 'is', 'the', 'main', 'reason', 'why', 'the', 'vaccination', 'was', 'introduced', 'into', 'the', 'general', 'vaccination', 'program', 'and', 'is', 'only', 'given', 'to', 'girls', '.']","['O', 'O', 'O', 'B-disorder', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
66,"['Some', 'antihistamines', 'can', 'also', 'be', 'used', 'if', 'you', 'have', 'itching', 'of,', 'for', 'example,', 'X66-12,', 'eczema', 'or', 'X66-16.']","['O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'O', 'O', 'O', 'O', 'B-disorder', 'O', 'O']"
67,"['Cortisone tablets', 'or', 'cortisone', 'in', 'syringe', 'acts', 'throughout', 'X67-8.']","['B-drug', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O']"
68,"['Pollen', 'reports', 'can', 'be', 'of', 'great', 'help', 'when', 'planning', 'the', 'medication,', 'not', 'least', 'if', 'you', 'travel', 'between', 'different', 'parts', 'of', 'the', 'country.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
69,"['Children', 'can', 'also', 'get', 'calming', 'average', 'via', 'X69-7.']","['O', 'O', 'O', 'O', 'B-drug', 'I-drug', 'O', 'O']"
70,"['Against', 'X70-1,', 'pain medication', 'containing', 'ibuprofen', 'or', 'naproxen', 'has', 'a', 'good', 'effect.']","['O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
71,"['Retrieving', 'information', 'from', 'memory', 'can', 'also', 'become', 'more', 'difficult.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
72,"['The', 'contact', 'person', 'follows', 'the development of the disease', 'and', 'gets', 'to', 'know', 'the', 'needs', 'you', 'have', 'as', 'X72-11.']","['O', 'O', 'O', 'O', 'B-disorder', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
73,"['Alvedo', 'is', 'available', 'as', 'tablets', 'that', 'dissolve', 'in', 'X73-7,', 'so-called', 'mouth-watering', 'X73-12,', 'or', 'can', 'be', 'dissolved', 'in', 'a', 'spoonful', 'of', 'water.']","['B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
74,"['You', 'can', 'always', 'call', 'the', 'health', 'care', 'service', 'for', 'advice', 'and', 'referrals', 'on', 'where', 'to', 'turn.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
75,"['Therefore,', 'you', 'should', 'not', 'take', 'cox inhibitor', 'without', 'talking', 'to', 'a', 'doctor', 'if', 'you', 'have', 'any', 'cardiovascular disease', 'or', 'X75-17.']","['O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'O', 'O']"
76,"['Children', 'only', 'receive', 'cortisone tablets', 'if', 'there', 'are', 'special', 'reasons.']","['O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O']"
77,"['The', 'active', 'ingredient', 'in', 'the', 'gel', 'can', 'make', 'the skin', 'extra', 'sensitive', 'to', 'the', 'sun.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-bodypart', 'O', 'O', 'O', 'O', 'O']"
78,"['You', 'may', 'then', 'have', 'to', 'undergo', 'a', 'dementia', 'investigation', 'and', 'if', 'you', 'are', 'ill', 'there', 'is', 'a', 'lot', 'of', 'support', 'to', 'get.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
79,"['An', 'examination', 'called', 'CT', 'is', 'also', 'usually', 'done', 'to', 'rule', 'out', 'Other', 'diseases', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'I-disorder', 'O']"
80,"['When', 'choosing', 'pain', 'reliever', 'medicine', 'for', 'children,', 'the', 'choice', 'depends', 'on', 'how', 'old', 'the', 'child', 'is.']","['O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
81,"['Most', 'people', 'who', 'have', 'Alzheimer&#39;s', 'disease', 'can', 'be', 'cared', 'for', 'at', 'home.']","['O', 'O', 'O', 'O', 'B-disorder', 'I-disorder', 'O', 'O', 'O', 'O', 'O', 'O']"
82,"['Sometimes', 'it', 'can', 'help', 'to', 'simply', 'rinse', 'and', 'clean', 'the', 'the nose', 'of', 'pollen', 'and', 'other', 'irritants.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-bodypart', 'O', 'O', 'O', 'O', 'O']"
83,"['There', 'are', 'many', 'ways', 'to', 'compensate', 'for', 'a', 'bad', 'memory.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
84,"['With', 'increasing', 'age,', 'the blood vessels', 'becomes', 'stiffer', 'and', 'blood', 'pressure', 'often', 'becomes', 'higher.']","['O', 'O', 'O', 'B-bodypart', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
85,"['The', 'municipality&#39;s', 'aid', 'assessor', 'makes', 'an', 'investigation', 'into', 'what', 'needs', 'exist', 'and', 'makes', 'decisions', 'based', 'on', 'them.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
86,"['In', 'some', 'countries', 'where', 'universal', 'vaccination', 'is', 'lacking,', 'red', 'dog', 'is', 'still', 'common.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disorder', 'I-disorder', 'O', 'O', 'O']"
87,"['When', 'you', 'are', 'allergic,', 'there', 'are', 'special', 'substances', 'in', 'the', 'blood', 'and', 'in', 'X87-11,', 'so-called', 'X87-15.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
88,"['A', 'special', 'accommodation', 'can', 'be', 'a', 'service', 'home', 'or', 'nursing', 'home.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
89,"['If', 'you', 'tell', 'us', 'about', 'concerns', 'and', 'problems', 'in', 'time,', 'you', 'can', 'get', 'help', 'before', 'the', 'situation', 'becomes', 'more', 'difficult', 'to', 'handle.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
90,"['Everyone', 'eats', 'together', 'and', 'can', 'participate', 'in', 'various', 'activities', 'based', 'on', 'their', 'own', 'conditions.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
